,FrL,FrR,OcR,target
16136,0.30543750000000003,0.0425625,0.329125,0
16137,0.3015,0.049,0.31425000000000003,0
16138,0.28525,0.05025,0.2695625,0
16139,0.2946875,0.053375,0.2695625,0
16140,0.27625,0.0286875,0.2451875,0
16141,0.24631250000000002,0.0046875,0.2359375,0
16142,0.22975,-0.014,0.224625,0
16143,0.20875,-0.010375,0.1975,0
16144,0.2058125,-0.021500000000000002,0.2214375,0
16145,0.18675,-0.0311875,0.252125,0
16146,0.177375,-0.0398125,0.271625,0
16147,0.156125,-0.0585,0.29575,0
16148,0.1429375,-0.0845625,0.266625,0
16149,0.1395,-0.0995,0.244125,0
16150,0.1348125,-0.10187500000000001,0.2456875,0
16151,0.1234375,-0.1186875,0.2321875,0
16152,0.1025625,-0.130375,0.2529375,0
16153,0.0913125,-0.143875,0.2308125,0
16154,0.082625,-0.1555625,0.20400000000000001,0
16155,0.0673125,-0.1653125,0.2099375,0
16156,0.077625,-0.155,0.201875,0
16157,0.0920625,-0.160625,0.202375,0
16158,0.106125,-0.160125,0.21475,0
16159,0.11075,-0.1553125,0.2084375,0
16160,0.09025,-0.169875,0.19187500000000002,0
16161,0.0679375,-0.167125,0.1584375,0
16162,0.02275,-0.196625,0.091375,0
16163,-0.012,-0.22918750000000002,0.0469375,0
16164,-0.0225625,-0.26987500000000003,-0.0155,0
16165,-0.0201875,-0.29125,-0.0416875,0
16166,-0.013125,-0.3005,-0.022,0
16167,-0.03375,-0.308,-0.01675,0
16168,-0.059500000000000004,-0.3169375,0.009625,0
16169,-0.0753125,-0.33487500000000003,0.014687500000000001,0
16170,-0.06375,-0.3320625,0.018125,0
16171,-0.043125000000000004,-0.3023125,0.067125,0
16172,-0.0286875,-0.2995625,0.1006875,0
16173,-0.0225625,-0.274625,0.1489375,0
16174,-0.0188125,-0.2704375,0.22,0
16175,-0.030875,-0.262625,0.236375,0
16176,-0.026375,-0.2310625,0.26156250000000003,0
16177,-0.012125,-0.195,0.2721875,0
16178,0.00375,-0.1668125,0.26825,0
16179,0.012812500000000001,-0.1648125,0.2745,0
16180,0.0310625,-0.1615,0.2520625,0
16181,0.061875,-0.1311875,0.2374375,0
16182,0.073875,-0.106125,0.2159375,0
16183,0.065125,-0.0710625,0.1648125,0
16184,0.0891875,-0.0464375,0.166625,0
16185,0.0868125,-0.050125,0.1566875,0
16186,0.1129375,-0.0245625,0.14175000000000001,0
16187,0.149375,-0.004,0.14931250000000001,0
16188,0.1605,-0.007875,0.1310625,0
16189,0.15987500000000002,-0.0194375,0.13125,0
16190,0.1753125,-0.0133125,0.151,0
16191,0.1693125,-0.0185,0.1364375,0
16192,0.165625,-0.0095625,0.14975,0
16193,0.146875,-0.014812500000000001,0.13318750000000001,0
16194,0.10287500000000001,-0.0408125,0.1045625,0
16195,0.0745,-0.0673125,0.128875,0
16196,0.0503125,-0.0863125,0.1081875,0
16197,0.0249375,-0.09575,0.09975,0
16198,0.010875000000000001,-0.1115,0.1010625,0
16199,-0.018625,-0.1376875,0.0498125,0
16200,-0.0459375,-0.16418750000000001,0.0136875,0
16201,-0.048625,-0.177,-0.008125,0
16202,-0.04875,-0.1970625,-0.024875,0
16203,-0.0548125,-0.233125,-0.0093125,0
16204,-0.073,-0.274375,-0.0053125,0
16205,-0.111,-0.308875,-0.005,0
16206,-0.14100000000000001,-0.3505625,0.0029375,0
16207,-0.1761875,-0.379875,-0.02,0
16208,-0.2229375,-0.4069375,-0.0235,0
16209,-0.28,-0.4368125,-0.03375,0
16210,-0.3113125,-0.44906250000000003,-0.052000000000000005,0
16211,-0.33075,-0.48181250000000003,-0.051937500000000004,0
16212,-0.34625,-0.5113125000000001,-0.06675,0
16213,-0.3415625,-0.5171875,-0.0693125,0
16214,-0.3529375,-0.5231875,-0.062625,0
16215,-0.3540625,-0.5145,-0.0764375,0
16216,-0.362875,-0.5376875,-0.082375,0
16217,-0.365,-0.5445625000000001,-0.1085,0
16218,-0.36925,-0.5585,-0.1544375,0
16219,-0.3569375,-0.5490625,-0.15525,0
16220,-0.34318750000000003,-0.549,-0.1868125,0
16221,-0.3233125,-0.5185625,-0.19975,0
16222,-0.2969375,-0.495875,-0.206125,0
16223,-0.28350000000000003,-0.4880625,-0.2400625,0
16224,-0.279125,-0.49443750000000003,-0.25475000000000003,0
16225,-0.29875,-0.5043125,-0.279,0
16226,-0.312,-0.5179375,-0.30575,0
16227,-0.354625,-0.5585625,-0.3019375,0
16228,-0.40375,-0.57525,-0.3290625,0
16229,-0.45056250000000003,-0.6069375,-0.326875,0
16230,-0.478125,-0.6284375,-0.289875,0
16231,-0.476625,-0.6420625,-0.2799375,0
16232,-0.4766875,-0.63375,-0.2471875,0
16233,-0.49362500000000004,-0.633875,-0.22668750000000001,0
16234,-0.4898125,-0.6420625,-0.2283125,0
16235,-0.4834375,-0.661625,-0.197625,0
16236,-0.4418125,-0.659875,-0.18375,0
16237,-0.3745,-0.6108125,-0.1583125,0
16238,-0.316375,-0.5430625,-0.1310625,0
16239,-0.3026875,-0.481,-0.14981250000000002,0
16240,-0.2549375,-0.3990625,-0.1335,0
16241,-0.22975,-0.34225,-0.1186875,0
16242,-0.172875,-0.298875,-0.09975,0
16243,-0.136125,-0.2661875,-0.0616875,0
16244,-0.10125,-0.22675,-0.0658125,0
16245,-0.1299375,-0.224875,-0.092375,0
16246,-0.147625,-0.2298125,-0.136375,0
16247,-0.145625,-0.2434375,-0.20750000000000002,0
16248,-0.128125,-0.2390625,-0.2395625,0
16249,-0.1035625,-0.203375,-0.2801875,0
16250,-0.0816875,-0.1650625,-0.3040625,0
16251,-0.0615,-0.1595625,-0.2891875,0
16252,-0.068125,-0.192375,-0.29,0
16253,-0.061,-0.2225,-0.273625,0
16254,-0.07087500000000001,-0.2379375,-0.24775,0
16255,-0.0851875,-0.250625,-0.265375,0
16256,-0.096625,-0.2675625,-0.24756250000000002,0
16257,-0.1088125,-0.2636875,-0.23,0
16258,-0.0985,-0.25375000000000003,-0.2044375,0
16259,-0.1068125,-0.2554375,-0.1519375,0
16260,-0.123625,-0.24281250000000001,-0.099875,0
16261,-0.1371875,-0.2523125,-0.0458125,0
16262,-0.1245,-0.2514375,0.0011875,0
16263,-0.136375,-0.2258125,0.030625,0
16264,-0.1428125,-0.20375000000000001,0.082125,0
16265,-0.1045,-0.18275,0.1075625,0
16266,-0.04625,-0.1533125,0.11975000000000001,0
16267,-0.0185,-0.145625,0.1476875,0
16268,0.0053125,-0.14425,0.14825,0
16269,0.0126875,-0.14956250000000001,0.1690625,0
16270,0.0265625,-0.13543750000000002,0.1968125,0
16271,0.033625,-0.095375,0.186,0
16272,0.044125,-0.061875,0.20775000000000002,0
16273,0.04525,-0.035375000000000004,0.203125,0
16274,0.0560625,0.0090625,0.187,0
16275,0.072875,0.06393750000000001,0.194375,0
16276,0.0855625,0.096125,0.1695625,0
16277,0.080625,0.0995,0.153,0
16278,0.07050000000000001,0.080625,0.143375,0
16279,0.0755625,0.0185625,0.1020625,0
16280,0.07325,-0.0173125,0.084625,0
16281,0.0701875,-0.0406875,0.0624375,0
16282,0.0726875,-0.0473125,0.0505625,0
16283,0.0771875,-0.0651875,0.06825,0
16284,0.043625000000000004,-0.0995625,0.043562500000000004,0
16285,-0.0006875,-0.1310625,0.039375,0
16286,-0.0229375,-0.13425,0.058750000000000004,0
16287,-0.02525,-0.1046875,0.075375,0
16288,-0.00125,-0.0765,0.1128125,0
16289,0.0291875,-0.05675,0.1414375,0
16290,0.038375,-0.0474375,0.1385625,0
16291,0.039125,-0.0499375,0.166,0
16292,0.0401875,-0.047,0.15937500000000002,0
16293,0.035625000000000004,-0.048625,0.1585625,0
16294,0.015875,-0.051062500000000004,0.165625,0
16295,-0.010375,-0.0656875,0.1385625,0
16296,-0.0344375,-0.0746875,0.155125,0
16297,-0.059562500000000004,-0.09593750000000001,0.1535625,0
16298,-0.082875,-0.1310625,0.135875,0
16299,-0.0918125,-0.1655625,0.134125,0
16300,-0.1284375,-0.2019375,0.08325,0
16301,-0.128,-0.1990625,0.064875,0
16302,-0.1353125,-0.20125,0.0695625,0
16303,-0.1678125,-0.2170625,0.042375,0
16304,-0.2054375,-0.21887500000000001,0.04875,0
16305,-0.232,-0.2194375,0.0458125,0
16306,-0.215875,-0.21406250000000002,0.035812500000000004,0
16307,-0.18125,-0.2341875,0.0499375,0
16308,-0.1628125,-0.2320625,0.047625,0
16309,-0.1590625,-0.2071875,0.039,0
16310,-0.1465625,-0.1919375,0.043250000000000004,0
16311,-0.1445625,-0.165875,0.0169375,0
16312,-0.128,-0.154375,0.023875,0
16313,-0.10262500000000001,-0.1084375,0.0273125,0
16314,-0.0835625,-0.0930625,0.026875,0
16315,-0.07100000000000001,-0.11193750000000001,0.0428125,0
16316,-0.07918750000000001,-0.1284375,0.0239375,0
16317,-0.065125,-0.1186875,0.015625,0
16318,-0.059750000000000004,-0.1176875,0.0051875,0
16319,-0.059812500000000005,-0.104875,-0.018375,0
16320,-0.074625,-0.0895,-0.00625,0
16321,-0.0811875,-0.093375,0.0006875,0
16322,-0.0865625,-0.0895,0.0018125,0
16323,-0.11625,-0.1186875,0.005625,0
16324,-0.1526875,-0.16025,-0.020125,0
16325,-0.1610625,-0.18937500000000002,-0.0361875,0
16326,-0.1575,-0.210625,-0.0268125,0
16327,-0.1721875,-0.22362500000000002,-0.0539375,0
16328,-0.20825,-0.2283125,-0.042375,0
16329,-0.2255625,-0.233125,-0.0399375,0
16330,-0.2146875,-0.2330625,-0.0550625,0
16331,-0.192875,-0.2244375,-0.0503125,0
16332,-0.180375,-0.2040625,-0.062625,0
16333,-0.1568125,-0.1758125,-0.064,0
16334,-0.1213125,-0.1380625,-0.0489375,0
16335,-0.1163125,-0.1203125,-0.07725,0
16336,-0.12875,-0.105625,-0.0800625,0
16337,-0.1313125,-0.090375,-0.0881875,0
16338,-0.13125,-0.0744375,-0.09518750000000001,0
16339,-0.1234375,-0.0565625,-0.0710625,0
16340,-0.08375,-0.0428125,-0.073625,0
16341,-0.0700625,-0.0505,-0.06775,0
16342,-0.0694375,-0.051750000000000004,-0.045125,0
16343,-0.09393750000000001,-0.076625,-0.0613125,0
16344,-0.146,-0.0925625,-0.060875,0
16345,-0.182875,-0.0826875,-0.0660625,0
16346,-0.1804375,-0.08,-0.0865625,0
16347,-0.1756875,-0.08650000000000001,-0.07825,0
16348,-0.1415625,-0.0851875,-0.09393750000000001,0
16349,-0.1145,-0.07375,-0.106,0
16350,-0.1070625,-0.0601875,-0.114625,0
16351,-0.1093125,-0.036000000000000004,-0.1216875,0
16352,-0.1223125,-0.0415625,-0.1000625,0
16353,-0.131625,-0.061125,-0.0844375,0
16354,-0.1241875,-0.092,-0.0899375,0
16355,-0.11225,-0.135,-0.07993750000000001,0
16356,-0.1275,-0.1550625,-0.1033125,0
16357,-0.1455,-0.1586875,-0.10875,0
16358,-0.1296875,-0.1636875,-0.1013125,0
16359,-0.108625,-0.160375,-0.1035625,0
16360,-0.110875,-0.1614375,-0.0695,0
16361,-0.12825,-0.18156250000000002,-0.0683125,0
16362,-0.132,-0.1756875,-0.0906875,0
16363,-0.1606875,-0.1660625,-0.10237500000000001,0
16364,-0.132625,-0.138625,-0.12725,0
16365,-0.0968125,-0.09593750000000001,-0.1163125,0
16366,-0.0565,-0.0668125,-0.1095,0
16367,-0.039125,-0.0365625,-0.11987500000000001,0
16368,-0.0115625,0.0004375,-0.094375,0
16369,0.021750000000000002,0.0538125,-0.06625,0
16370,0.0495,0.066125,-0.03825,0
16371,0.05475,0.0666875,0.0136875,0
16372,0.0558125,0.084125,0.0229375,0
16373,0.07050000000000001,0.0825625,0.023875,0
16374,0.0915625,0.10237500000000001,0.038625,0
16375,0.08600000000000001,0.1145625,0.033625,0
16376,0.0694375,0.1039375,0.06375,0
16377,0.03625,0.10943750000000001,0.0681875,0
16378,0.025562500000000002,0.1176875,0.0521875,0
16379,0.031875,0.09575,0.04575,0
16380,0.048875,0.09568750000000001,0.000625,0
16381,0.08,0.1091875,-0.031375,0
16382,0.0818125,0.1051875,-0.042,0
16383,0.0520625,0.09506250000000001,-0.0531875,0
16384,0.0401875,0.08375,-0.0309375,0
16385,0.0164375,0.0649375,-0.014375,0
16386,0.0048125,0.0333125,-0.003375,0
16387,-0.0226875,-0.0024375,0.025625000000000002,0
16388,-0.04275,-0.0319375,0.0168125,0
16389,-0.0538125,-0.0661875,0.0016250000000000001,0
16390,-0.07875,-0.0893125,-0.0035,0
16391,-0.1068125,-0.0710625,-0.0396875,0
16392,-0.1253125,-0.053,-0.012375,0
16393,-0.1215,-0.0468125,0.020875,0
16394,-0.104375,-0.03,0.02,0
16395,-0.0859375,-0.026125,0.037375,0
16396,-0.075625,-0.05375,0.01675,0
16397,-0.0706875,-0.0539375,0.010875000000000001,0
16398,-0.0876875,-0.020625,0.033625,0
16399,-0.1033125,0.017875000000000002,0.0419375,0
16400,-0.091875,0.062125,0.0774375,0
16401,-0.0608125,0.0759375,0.0885625,0
16402,-0.0385,0.0675,0.0779375,0
16403,-0.0265,0.0551875,0.09125,0
16404,-0.0459375,0.0464375,0.0725625,0
16405,-0.0549375,0.0561875,0.0691875,0
16406,-0.05475,0.0745,0.08125,0
16407,-0.063875,0.0775625,0.0613125,0
16408,-0.0725625,0.06,0.0553125,0
16409,-0.065125,0.052375,0.051250000000000004,0
16410,-0.068375,0.0478125,0.037,0
16411,-0.0605625,0.035812500000000004,0.048375,0
16412,-0.07025,0.0226875,0.015375,0
16413,-0.049375,0.0380625,0.0060625,0
16414,-0.047125,0.021687500000000002,-0.0021875,0
16415,-0.0755,-0.003375,-0.0339375,0
16416,-0.11625,-0.0189375,-0.047875,0
16417,-0.1286875,-0.035312500000000004,-0.063,0
16418,-0.1365,-0.053125,-0.0821875,0
16419,-0.1304375,-0.0506875,-0.0745,0
16420,-0.12562500000000001,-0.05,-0.09225,0
16421,-0.13468750000000002,-0.063375,-0.1076875,0
16422,-0.1519375,-0.07062500000000001,-0.132,0
16423,-0.1689375,-0.0756875,-0.16643750000000002,0
16424,-0.173625,-0.081375,-0.1551875,0
16425,-0.1926875,-0.10475,-0.1419375,0
16426,-0.20475000000000002,-0.1084375,-0.14225000000000002,0
16427,-0.2076875,-0.121625,-0.123125,0
16428,-0.2145,-0.1265,-0.1276875,0
16429,-0.2160625,-0.1366875,-0.139625,0
16430,-0.19918750000000002,-0.1433125,-0.1404375,0
16431,-0.17175,-0.1275,-0.1524375,0
16432,-0.15131250000000002,-0.1064375,-0.1165,0
16433,-0.150875,-0.1004375,-0.0860625,0
16434,-0.134875,-0.11093750000000001,-0.07575,0
16435,-0.134625,-0.116375,-0.0389375,0
16436,-0.15475,-0.098125,-0.056875,0
16437,-0.1546875,-0.08625000000000001,-0.0640625,0
16438,-0.1525625,-0.0875625,-0.074375,0
16439,-0.14575,-0.1036875,-0.1230625,0
16440,-0.1300625,-0.10350000000000001,-0.1300625,0
16441,-0.13368750000000001,-0.1016875,-0.1479375,0
16442,-0.15375,-0.113625,-0.16675,0
16443,-0.1711875,-0.1373125,-0.1776875,0
16444,-0.1874375,-0.1780625,-0.217125,0
16445,-0.166,-0.171625,-0.2445,0
16446,-0.1246875,-0.1218125,-0.2479375,0
16447,-0.11031250000000001,-0.07906250000000001,-0.25856250000000003,0
16448,-0.07200000000000001,-0.0271875,-0.23625000000000002,0
16449,-0.0529375,-0.0013125,-0.2333125,0
16450,-0.02425,0.03225,-0.2275,0
16451,0.009875,0.0555625,-0.1886875,0
16452,0.0095625,0.0655625,-0.1695,0
16453,-0.003,0.0669375,-0.162,0
16454,-0.004625,0.06331250000000001,-0.1318125,0
16455,-0.007875,0.0581875,-0.1434375,0
16456,-0.0014375,0.0506875,-0.12025,0
16457,0.0004375,0.05775,-0.09543750000000001,0
16458,-0.0065625,0.06356250000000001,-0.0829375,0
16459,-0.013000000000000001,0.08025,-0.04275,0
16460,-0.01825,0.111375,-0.036625,0
16461,-0.021625000000000002,0.1313125,-0.035687500000000004,0
16462,-0.0005,0.145875,-0.02075,0
16463,0.0016875,0.149625,-0.030875,0
16464,0.0119375,0.1401875,-0.0124375,0
16465,0.029812500000000002,0.13475,-0.012125,0
16466,0.02525,0.1365625,-0.00475,0
16467,0.01175,0.132875,0.011875,0
16468,-0.010625,0.1335,-0.00625,0
16469,0.003625,0.1405,-0.005625,0
16470,0.0100625,0.11775000000000001,0.00125,0
16471,0.01125,0.0843125,-0.019125,0
16472,0.0364375,0.0571875,-0.0035625,0
16473,0.03625,0.0538125,-0.00175,0
16474,0.0466875,0.091625,0.0069375,0
16475,0.0404375,0.1275,0.03225,0
16476,0.043187500000000004,0.1399375,0.0164375,0
16477,0.0753125,0.160625,0.014125,0
16478,0.10993750000000001,0.178875,0.0180625,0
16479,0.12225,0.1953125,0.0053750000000000004,0
16480,0.1195625,0.183125,0.0345,0
16481,0.125,0.18256250000000002,0.0643125,0
16482,0.1358125,0.199625,0.082125,0
16483,0.1130625,0.17725,0.0986875,0
16484,0.1139375,0.2103125,0.096875,0
16485,0.13,0.2559375,0.105,0
16486,0.130875,0.27425,0.12687500000000002,0
16487,0.1353125,0.2813125,0.1208125,0
16488,0.15006250000000002,0.2945625,0.1441875,0
16489,0.1469375,0.3056875,0.1739375,0
16490,0.135,0.324375,0.1745625,0
16491,0.1216875,0.3241875,0.183875,0
16492,0.116125,0.3183125,0.162,0
16493,0.1288125,0.33287500000000003,0.1575625,0
16494,0.121875,0.3209375,0.15737500000000001,0
16495,0.1273125,0.3179375,0.149,0
16496,0.10175000000000001,0.2944375,0.168875,0
16497,0.0690625,0.2779375,0.1625625,0
16498,0.064,0.27625,0.157,0
16499,0.081625,0.2748125,0.1741875,0
16500,0.1075625,0.28550000000000003,0.1535,0
16501,0.1393125,0.29575,0.13875,0
16502,0.15762500000000002,0.2895625,0.1231875,0
16503,0.143625,0.2819375,0.100625,0
16504,0.1218125,0.27025,0.112,0
16505,0.083875,0.256125,0.1078125,0
16506,0.0603125,0.2569375,0.096,0
16507,0.0505625,0.252,0.1155,0
16508,0.05725,0.24975,0.10300000000000001,0
16509,0.0464375,0.2409375,0.084375,0
16510,0.043562500000000004,0.233625,0.064,0
16511,0.0281875,0.2308125,0.0488125,0
16512,0.027,0.229125,0.0650625,0
16513,0.007625,0.2259375,0.066875,0
16514,-0.0154375,0.20425000000000001,0.0528125,0
16515,-0.0366875,0.1888125,0.0555625,0
16516,-0.0284375,0.1884375,0.035687500000000004,0
16517,-0.002375,0.1950625,0.016625,0
16518,0.0214375,0.2036875,0.02,0
16519,0.0170625,0.20125,0.0221875,0
16520,0.0075625,0.2126875,0.05625,0
16521,-0.0044375000000000005,0.2003125,0.0551875,0
16522,-0.0024375,0.195125,0.030375,0
16523,0.0075625,0.1869375,0.058625000000000003,0
16524,0.015,0.2015625,0.056875,0
16525,0.02775,0.214875,0.0569375,0
16526,0.014375,0.1985625,0.0399375,0
16527,0.017812500000000002,0.1894375,0.0193125,0
16528,-0.01375,0.171125,0.0309375,0
16529,-0.01975,0.1536875,0.034625,0
16530,-0.044125,0.1321875,0.0226875,0
16531,-0.0615,0.107875,0.0229375,0
16532,-0.068125,0.113625,-0.004625,0
16533,-0.0701875,0.1299375,-0.0070625,0
16534,-0.06268750000000001,0.149,0.0230625,0
16535,-0.0475,0.1428125,0.0118125,0
16536,-0.0795,0.08275,-0.002875,0
16537,-0.107875,0.051937500000000004,-0.0200625,0
16538,-0.1124375,0.0538125,-0.0398125,0
16539,-0.134125,0.0573125,-0.038,0
16540,-0.174125,0.0268125,-0.0141875,0
16541,-0.196375,-0.0101875,0.011375,0
16542,-0.163375,-0.0093125,0.0540625,0
16543,-0.132625,0.008875000000000001,0.0828125,0
16544,-0.132375,0.012750000000000001,0.1293125,0
16545,-0.13393750000000001,-0.0085,0.14100000000000001,0
16546,-0.153,-0.0603125,0.158,0
16547,-0.1535,-0.06575,0.19575,0
16548,-0.1545,-0.0470625,0.192875,0
16549,-0.14075000000000001,-0.022625,0.186875,0
16550,-0.1414375,-0.047,0.18325,0
16551,-0.13368750000000001,0.0015625,0.17675,0
16552,-0.12925,0.0051875,0.205125,0
16553,-0.1014375,0.048625,0.243,0
16554,-0.07968750000000001,0.073625,0.24581250000000002,0
16555,-0.0718125,0.0715625,0.260375,0
16556,-0.0825,0.1034375,0.24925,0
16557,-0.068375,0.1526875,0.25725,0
16558,-0.039125,0.197875,0.277375,0
16559,0.0071875,0.23018750000000002,0.2673125,0
16560,0.0191875,0.2421875,0.28350000000000003,0
16561,0.043312500000000004,0.2860625,0.2914375,0
16562,0.083125,0.3135,0.3015,0
16563,0.0894375,0.3331875,0.325,0
16564,0.138375,0.3208125,0.305875,0
16565,0.1605625,0.34450000000000003,0.2866875,0
16566,0.17475000000000002,0.3934375,0.2800625,0
16567,0.18356250000000002,0.4283125,0.2569375,0
16568,0.2085625,0.4401875,0.26006250000000003,0
16569,0.217375,0.4285,0.2615,0
16570,0.22137500000000002,0.4305,0.247125,0
16571,0.2144375,0.4265625,0.2466875,0
16572,0.211125,0.4448125,0.2198125,0
16573,0.20400000000000001,0.4499375,0.199625,0
16574,0.183875,0.418125,0.1880625,0
16575,0.1775,0.3959375,0.160125,0
16576,0.1846875,0.3610625,0.14981250000000002,0
16577,0.173625,0.341625,0.1380625,0
16578,0.1870625,0.353875,0.1325625,0
16579,0.2093125,0.33325,0.153875,0
16580,0.1983125,0.316375,0.12375,0
16581,0.193125,0.3503125,0.1044375,0
16582,0.2061875,0.38925,0.11850000000000001,0
16583,0.1688125,0.3856875,0.089375,0
16584,0.1330625,0.36362500000000003,0.08750000000000001,0
16585,0.1155625,0.3375,0.082125,0
16586,0.110875,0.2904375,0.0708125,0
16587,0.093125,0.2793125,0.08075,0
16588,0.10200000000000001,0.3029375,0.0665625,0
16589,0.1166875,0.3135,0.04425,0
16590,0.1023125,0.29925,0.048,0
16591,0.11068750000000001,0.30212500000000003,0.04475,0
16592,0.124,0.31225,0.0419375,0
16593,0.1645625,0.3091875,0.0019375,0
16594,0.1560625,0.329125,-0.021,0
16595,0.1158125,0.3319375,0.010625,0
16596,0.094,0.3066875,0.0003125,0
16597,0.08925,0.2843125,-0.0115,0
16598,0.0983125,0.274875,-0.02,0
16599,0.1220625,0.2693125,-0.032125,0
16600,0.14100000000000001,0.26987500000000003,-0.0300625,0
16601,0.1294375,0.27037500000000003,-0.0284375,0
16602,0.12637500000000002,0.28325,-0.024125,0
16603,0.122,0.3165625,0.0159375,0
16604,0.1221875,0.3450625,0.0335625,0
16605,0.1159375,0.3279375,0.041375,0
16606,0.1213125,0.3345,0.052625,0
16607,0.1190625,0.326375,0.0453125,0
16608,0.1184375,0.3261875,0.0668125,0
16609,0.111625,0.320375,0.0765625,0
16610,0.11125,0.3195625,0.085125,0
16611,0.11325,0.2843125,0.09625,0
16612,0.09875,0.2684375,0.06393750000000001,0
16613,0.0885,0.253625,0.0538125,0
16614,0.0800625,0.2491875,0.0525625,0
16615,0.0605,0.24506250000000002,0.018125,0
16616,0.056875,0.2500625,0.028125,0
16617,0.0525625,0.2405625,0.0390625,0
16618,0.0526875,0.2373125,0.02775,0
16619,0.067375,0.2489375,0.0535,0
16620,0.077,0.27918750000000003,0.0575625,0
16621,0.0730625,0.2506875,0.05475,0
16622,0.07475,0.2278125,0.0679375,0
16623,0.0533125,0.209125,0.0664375,0
16624,0.043250000000000004,0.214,0.11018750000000001,0
16625,0.04525,0.248125,0.1448125,0
16626,0.02925,0.2636875,0.15912500000000002,0
16627,0.0830625,0.30575,0.204125,0
16628,0.14150000000000001,0.313875,0.1885625,0
16629,0.202375,0.3085625,0.187125,0
16630,0.225375,0.31325000000000003,0.1914375,0
16631,0.21356250000000002,0.3390625,0.169125,0
16632,0.203125,0.3298125,0.179875,0
16633,0.18912500000000002,0.30825,0.1859375,0
16634,0.1721875,0.3035625,0.1945625,0
16635,0.15225,0.3218125,0.2024375,0
16636,0.1548125,0.34400000000000003,0.17875,0
16637,0.1713125,0.37625000000000003,0.14825,0
16638,0.1839375,0.3476875,0.1320625,0
16639,0.15762500000000002,0.332,0.1016875,0
16640,0.1454375,0.342625,0.100875,0
16641,0.1345625,0.3315,0.0914375,0
16642,0.114625,0.32306250000000003,0.058750000000000004,0
16643,0.1048125,0.33087500000000003,0.06775,0
16644,0.11575,0.33918750000000003,0.0758125,0
16645,0.0906875,0.3420625,0.0769375,0
16646,0.093375,0.36,0.07868750000000001,0
16647,0.09475,0.3350625,0.051375000000000004,0
16648,0.09275,0.339625,0.053125,0
16649,0.07150000000000001,0.3199375,0.04175,0
16650,0.0301875,0.3101875,0.016875,0
16651,0.0244375,0.2968125,0.0366875,0
16652,0.029812500000000002,0.2858125,0.0185,0
16653,0.03475,0.2890625,0.009000000000000001,0
16654,0.04125,0.30643750000000003,0.0320625,0
16655,0.046625,0.3130625,0.0416875,0
16656,0.049125,0.32,0.073375,0
16657,0.026875,0.3139375,0.0885625,0
16658,0.0118125,0.3005,0.0883125,0
16659,-0.00025,0.267,0.0988125,0
16660,0.0035625,0.2553125,0.0898125,0
16661,0.0070625,0.2255,0.08662500000000001,0
16662,0.034375,0.2389375,0.0868125,0
16663,0.0726875,0.245875,0.0560625,0
16664,0.074875,0.2713125,0.04125,0
16665,0.0743125,0.2415625,0.042875,0
16666,0.067875,0.2095625,0.0600625,0
16667,0.026875,0.18575,0.0965625,0
16668,0.012625,0.18862500000000001,0.0875625,0
16669,0.0253125,0.204875,0.1105,0
16670,0.0478125,0.2116875,0.116625,0
16671,0.0850625,0.1975,0.090125,0
16672,0.0868125,0.21625,0.09325,0
16673,0.0945,0.289375,0.11156250000000001,0
16674,0.0785,0.31143750000000003,0.10225000000000001,0
16675,0.073875,0.3171875,0.1245625,0
16676,0.0875625,0.302875,0.1463125,0
16677,0.109125,0.2686875,0.1576875,0
16678,0.100375,0.287875,0.1845,0
16679,0.0829375,0.3655625,0.182375,0
16680,0.1074375,0.4045625,0.213125,0
16681,0.1245,0.39868750000000003,0.21575,0
16682,0.1413125,0.3789375,0.199375,0
16683,0.1484375,0.336125,0.193375,0
16684,0.168875,0.3403125,0.1749375,0
16685,0.182,0.35025,0.1665625,0
16686,0.203125,0.347875,0.1846875,0
16687,0.1746875,0.3335625,0.1793125,0
16688,0.1164375,0.3314375,0.1963125,0
16689,0.063625,0.3345625,0.18056250000000001,0
16690,0.07968750000000001,0.377875,0.1511875,0
16691,0.146375,0.41425,0.171625,0
16692,0.2051875,0.40700000000000003,0.173125,0
16693,0.2100625,0.37725000000000003,0.1504375,0
16694,0.1756875,0.338125,0.124125,0
16695,0.1274375,0.333125,0.081625,0
16696,0.093,0.33618750000000003,0.0755625,0
16697,0.0894375,0.30525,0.0725,0
16698,0.1158125,0.3123125,0.08575,0
16699,0.145625,0.3653125,0.141375,0
16700,0.1756875,0.4181875,0.1605625,0
16701,0.178875,0.440625,0.175375,0
16702,0.155875,0.43975000000000003,0.192125,0
16703,0.11800000000000001,0.38656250000000003,0.1774375,0
16704,0.1,0.3284375,0.173625,0
16705,0.1031875,0.3164375,0.163875,0
16706,0.1156875,0.33025,0.170625,0
16707,0.1298125,0.36025,0.196875,0
16708,0.16443750000000001,0.40375,0.1955625,0
16709,0.18725,0.433125,0.195375,0
16710,0.2108125,0.4605625,0.2045625,0
16711,0.228625,0.4728125,0.1948125,0
16712,0.2164375,0.4528125,0.2139375,0
16713,0.2034375,0.429375,0.22843750000000002,0
16714,0.2050625,0.3970625,0.2318125,0
16715,0.2019375,0.3855,0.2659375,0
16716,0.1855625,0.3891875,0.24775,0
16717,0.154375,0.3669375,0.2119375,0
16718,0.1494375,0.3559375,0.1835,0
16719,0.17225000000000001,0.3690625,0.170875,0
